t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.092159,8396,8400,0,20,6.04
0.192156,8396,8400,0,20,6.04
0.292158,8396,8400,0,20,6.03
0.392173,8396,8400,0,20,6.03
0.492159,8396,8400,0,20,6.04
0.592159,8396,8400,0,20,6.04
0.692133,8396,8400,0,20,6.04
0.79217,8396,8400,0,20,6.03
0.892166,8396,8400,0,20,6.03
0.99216,8396,8400,0,20,6.03
1.107993,8698,8564,0,20,5.87
1.207994,8698,8696,0,20,5.87
1.307991,8698,8696,0,20,7.4
1.407995,8697,8696,0,20,7.4
1.507992,8694,8696,0,20,7.4
1.607994,8694,8696,0,20,7.4
1.707993,8687,8696,0,20,7.4
1.807995,8686,8692,0,20,7.4
1.907992,8685,8692,68,20,7.4
2.007995,8682,8688,68,20,7.4
2.112103,8682,8688,68,20,7.4
2.212122,8682,8688,59,20,7.4
2.312114,8682,8688,59,20,7.4
2.412269,8682,8688,59,20,7.4
2.512129,8678,8688,59,20,7.4
2.61222,8677,8680,0,20,7.4
2.712178,8677,8680,0,20,7.4
2.812144,8677,8680,0,20,7.41
2.912138,8677,8680,0,20,7.41
3.012076,8677,8680,0,20,7.41
3.112137,8677,8680,0,20,7.4
3.212133,8679,8680,0,20,7.4
3.312112,8679,8680,0,20,7.4
3.41223,8679,8680,0,20,7.4
3.512076,8679,8680,0,20,7.41
3.612219,8679,8680,0,20,7.41
3.712105,8679,8680,0,20,7.41
3.812266,8679,8680,0,20,7.41
3.912132,8679,8680,0,20,7.41
4.012035,8679,8680,0,20,7.41
4.112104,8679,8680,0,20,7.4
4.212134,8679,8680,0,20,7.4
4.312128,8679,8680,0,20,7.4
4.412218,8679,8680,0,20,7.4
4.512125,8679,8680,0,20,7.4
4.61227,8679,8680,0,20,7.4
4.71215,8679,8680,0,20,7.4
4.812219,8679,8680,0,20,7.4
4.912104,8679,8680,0,20,7.4
5.01211,8679,8680,0,20,7.4
5.112125,8679,8680,0,20,7.41
5.212263,8678,8680,0,20,7.41
5.312115,8678,8680,0,20,7.41
5.412218,8678,8680,0,20,7.41
5.512123,8682,8680,0,20,7.41
5.612135,8692,8680,109,20,7.41
5.712107,8696,8688,109,20,7.41
5.812262,8695,8692,109,20,7.41
5.912121,8693,8692,46,20,7.41
6.012066,8693,8692,46,20,7.41
6.112103,8710,8692,46,20,7.4
6.212137,8715,8704,104,20,7.4
6.312126,8717,8712,104,20,6.03
6.412262,8701,8708,104,20,6.03
6.512107,8685,8700,104,20,6.01
6.612143,8685,8692,64,20,6.01
