t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.051986,7720,7724,0,14,6.08
0.152036,7720,7724,0,14,6.08
0.252,7720,7724,0,14,6.08
0.352018,7720,7724,0,14,6.08
0.451997,7720,7724,0,14,6.08
0.551978,7720,7724,0,14,6.07
0.652042,7720,7724,0,14,6.07
0.752011,7720,7724,0,14,6.07
0.852025,7720,7724,0,14,6.07
0.95198,7720,7724,0,14,6.07
1.063946,8008,7760,0,14,6.07
1.163945,8008,8004,0,14,6.09
1.263946,8008,8004,0,14,6.09
1.363947,8008,8004,0,14,7.43
1.463948,8008,8004,0,14,7.43
1.563948,8008,8004,0,14,7.43
1.663946,8008,8004,0,14,7.43
1.767986,8034,8012,0,14,7.43
1.868026,8121,8104,0,14,7.36
1.967986,8073,8100,10,14,7.36
2.068016,8059,8076,10,14,7.36
2.167985,8048,8060,10,14,7.41
2.268035,8041,8052,100,14,7.41
2.367986,8040,8048,100,14,7.43
2.468038,8040,8048,100,14,7.43
2.567986,8044,8048,100,14,7.43
2.668002,8024,8048,221,14,7.43
2.767986,8018,8024,221,14,7.43
2.867993,8022,8024,221,14,7.31
2.971959,8027,8028,0,14,7.31
3.071982,8028,8028,0,14,7.31
3.171957,8028,8028,0,14,7.39
3.272,8012,8028,0,14,7.39
3.371958,8009,8020,0,14,7.38
3.472019,8008,8016,0,14,7.38
3.571958,8008,8016,0,14,7.42
3.671979,8008,8016,85,14,7.42
3.771957,8008,8016,85,14,7.42
3.87198,8008,8016,85,14,7.42
3.971959,8008,8016,93,14,7.42
4.071956,8008,8016,93,14,7.42
4.171958,8008,8016,93,14,7.43
4.271987,8008,8016,100,14,7.43
4.371958,8008,8012,100,14,7.43
4.472001,8008,8012,100,14,7.43
4.571958,8008,8016,100,14,7.43
4.671955,8008,8016,204,14,7.43
4.77196,8008,8012,204,14,7.43
4.872028,8008,8012,204,14,7.43
4.971958,8008,8012,0,14,7.43
5.071988,8009,8012,0,14,7.43
5.171956,8013,8012,0,14,7.43
5.271991,8016,8016,0,14,7.43
5.371995,8016,8016,0,14,7.43
5.471982,8016,8016,0,14,7.43
5.57196,8016,8016,0,14,7.43
5.671991,8016,8016,0,14,7.43
5.771958,8016,8016,0,14,7.43
5.871998,8016,8016,0,14,7.43
5.971957,8016,8016,0,14,7.43
6.072009,8016,8016,0,14,7.43
6.17198,8016,8016,0,14,7.43
6.272012,8016,8016,0,14,7.43
6.371959,8016,8016,0,14,6.08
6.471985,8016,8016,0,14,6.08
6.571959,8016,8016,0,14,6.09
6.671977,8016,8016,0,14,6.09
6.775933,8011,8016,0,14,6.09
6.875935,7256,7800,0,14,6.05
6.975934,7256,7268,199,14,6.05
7.075952,7256,7260,199,14,6.05
7.175934,7256,7260,199,14,6.09
7.275984,7256,7264,122,14,6.09
7.375933,7256,7260,122,14,6.09
7.475951,7256,7260,122,14,6.09
7.575943,7256,7260,122,14,6.09
7.675951,7256,7260,0,14,6.09
7.775934,7974,7260,0,14,6.09
7.87594,8224,7940,0,14,6.08
7.975935,8393,8264,950,14,6.08
8.075934,8753,8700,950,14,6.08
8.175934,8753,8752,950,14,6.09
8.275937,8753,8752,0,14,6.09
8.375935,8753,8752,0,14,6.09
8.475941,8753,8752,0,14,6.09
8.575933,8753,8752,0,14,6.06
8.675949,7984,8352,2508,14,6.06
8.775944,7982,7988,2508,14,6.06
8.875961,7982,7984,2508,14,6.09
8.975934,7981,7984,0,14,6.09
9.075946,7981,7984,0,14,6.09
9.175937,7981,7984,0,14,6.08
9.275934,7981,7988,122,14,6.08
9.375934,7981,7984,122,14,6.07
9.475934,7981,7984,122,14,6.07
9.575934,7981,7988,122,14,6.08
9.675935,7981,7984,0,14,6.08
9.775935,7981,7984,0,14,6.08
9.875934,7981,7988,0,14,6.08
9.975934,7981,7984,0,14,6.08
10.075933,7981,7984,0,14,6.08
10.175934,7981,7984,0,14,6.08
10.275935,7981,7988,0,14,6.08
10.375935,7981,7984,0,14,6.09
10.475935,7981,7984,0,14,6.09
10.575937,7981,7988,0,14,6.09
10.675934,7981,7988,0,14,6.09
10.775935,7981,7984,0,14,6.09
10.875934,7981,7984,0,14,6.09
10.975996,7981,7984,0,14,6.09
11.075994,7981,7984,0,14,6.09
11.175942,7981,7984,0,14,6.09
11.275934,7981,7984,0,14,6.09
11.375934,7981,7984,0,14,6.09
11.475935,7981,7984,0,14,6.09
11.575933,7981,7984,0,14,6
11.675936,7981,7984,0,14,6
11.775934,7981,7984,0,14,6
11.875933,7981,7984,0,14,6.09
11.975933,7981,7984,0,14,6.09
12.075935,7981,7984,0,14,6.09
12.175934,7981,7984,0,14,6.09
12.275933,7981,7984,0,14,6.09
12.375934,7981,7984,0,14,6.09
12.475935,7981,7984,0,14,6.09
12.575945,7981,7984,0,14,6.09
12.675933,7981,7984,0,14,6.09
12.775933,7981,7984,0,14,6.09
12.875933,7981,7984,0,14,6.08
12.975935,7981,7984,0,14,6.08
13.075935,7981,7984,0,14,6.08
