t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.032013,8288,8292,0,16,6.06
0.132043,8288,8292,0,16,6.06
0.232008,8288,8292,0,16,6.06
0.332008,8288,8292,0,16,6.06
0.432018,8288,8292,0,16,6.06
0.532009,8288,8292,0,16,6.06
0.632007,8288,8292,0,16,6.06
0.732008,8288,8292,0,16,6.06
0.832022,8288,8292,0,16,6.06
0.932009,8288,8292,0,16,6.06
1.040034,8568,8292,0,16,6.06
1.140008,8574,8564,121,16,6.06
1.240007,8574,8572,121,16,6.06
1.340013,8574,8572,121,16,7.41
1.440008,8574,8572,0,16,7.41
1.540007,8574,8572,0,16,7.41
1.640008,8574,8572,0,16,7.41
1.740006,8574,8572,0,16,7.41
1.840008,8574,8572,0,16,7.41
1.940058,8574,8572,0,16,7.41
2.04006,8573,8572,0,16,7.41
2.140056,8570,8572,0,16,7.41
2.240059,8566,8572,0,16,7.41
2.340008,8566,8572,0,16,7.41
2.440006,8566,8572,59,16,7.41
2.540007,8565,8572,59,16,7.41
2.640007,8610,8588,59,16,7.31
2.740009,8652,8644,129,16,7.31
2.840008,8657,8652,129,16,7.38
2.940008,8657,8652,129,16,7.38
3.040014,8657,8652,129,16,7.4
3.140007,8657,8652,51,16,7.4
3.240014,8657,8652,51,16,7.4
3.340008,8593,8624,51,16,7.3
3.440015,8571,8576,47,16,7.3
3.540007,8580,8580,47,16,7.3
3.640006,8582,8580,47,16,7.41
3.740011,8583,8580,0,16,7.41
3.840008,8583,8580,0,16,7.39
3.940028,8583,8580,0,16,7.39
4.040008,8583,8580,0,16,7.41
4.140015,8578,8580,0,16,7.41
4.240007,8569,8580,0,16,7.41
4.340007,8569,8580,0,16,7.39
4.440008,8636,8584,411,16,7.39
4.540009,9099,8728,411,16,7.39
4.640014,9346,9296,411,16,7.39
4.740008,9346,9344,0,16,7.39
4.840007,9346,9344,0,16,7.41
4.940024,9346,9348,0,16,7.41
5.040009,8926,9348,0,16,7.41
5.14004,8567,8676,431,16,7.41
5.240009,8558,8568,431,16,7.41
5.340049,8534,8552,431,16,7.41
5.440015,7786,8112,742,16,7.41
5.540025,7786,7788,742,16,7.41
5.640007,7786,7788,742,16,7.42
5.740016,7786,7788,0,16,7.42
5.840007,8568,7788,0,16,7.41
5.940009,8577,8564,0,16,7.41
6.040008,8576,8576,0,16,7.41
6.140009,8576,8576,0,16,7.41
6.240007,8576,8576,0,16,7.41
6.340009,8576,8576,0,16,6.07
6.440009,8576,8576,0,16,6.07
6.540008,8576,8576,0,16,6.07
6.640007,8576,8576,0,16,6.02
6.740007,8576,8576,0,16,6.02
6.84001,8576,8576,0,16,6.02
6.940057,8576,8576,0,16,6.02
7.040058,8576,8576,0,16,6.07
7.140007,8576,8576,0,16,6.07
7.24004,8576,8576,0,16,6.07
7.340031,8576,8576,0,16,6
7.440035,8576,8576,0,16,6
7.540015,8576,8576,0,16,6
7.640046,8576,8576,0,16,6.07
7.740019,8576,8576,0,16,6.07
7.840009,8576,8576,0,16,6.07
7.940008,8576,8576,0,16,6.07
8.040009,8576,8576,0,16,6.07
8.140008,8576,8576,0,16,6.07
8.240007,8576,8576,0,16,6.07
8.340008,8576,8576,0,16,6.07
8.440014,8576,8576,0,16,6.07
8.540017,8576,8576,0,16,6.07
8.640008,8576,8576,0,16,6.07
8.740011,8576,8576,0,16,6.07
8.840036,8576,8576,0,16,6.07
8.940009,8576,8576,0,16,6.07
9.040027,8576,8576,0,16,6.07
9.140008,8576,8576,0,16,6.07
9.240022,8576,8576,0,16,6.07
9.340021,8576,8576,0,16,6.06
9.44002,8576,8576,0,16,6.06
9.540041,8576,8576,0,16,6.06
9.640008,8576,8576,0,16,6.06
9.740028,8576,8576,0,16,6.06
9.840009,8576,8576,0,16,6.07
9.940035,8576,8576,0,16,6.07
10.040008,8576,8576,0,16,6.07
10.140015,8576,8576,0,16,6.07
10.240034,8576,8576,0,16,6.07
10.340008,8576,8576,0,16,6.07
10.440008,8576,8576,0,16,6.07
10.540027,8576,8576,0,16,6.07
10.640008,8576,8576,0,16,6.07
10.740008,8576,8576,0,16,6.07
10.840009,8576,8576,0,16,6.07
10.940007,8576,8576,0,16,6.07
11.04002,8576,8576,0,16,6.07
11.140008,8576,8576,0,16,6.07
11.240031,8576,8576,0,16,6.07
11.340008,8576,8576,0,16,6.07
11.440008,8576,8576,0,16,6.07
11.540008,8576,8576,0,16,6.07
11.640006,8576,8576,0,16,6.06
11.740015,8576,8576,0,16,6.06
11.840007,8576,8576,0,16,6.07
11.940058,8568,8576,0,16,6.07
12.040057,8568,8572,0,16,6.07
12.140058,8568,8572,0,16,6.07
12.240058,8568,8572,0,16,6.07
12.340057,8568,8572,0,16,6.06
12.440058,8568,8572,0,16,6.06
12.540057,8568,8572,0,16,6.06
12.640058,8568,8572,0,16,6.07
12.740057,8568,8572,0,16,6.07
12.840057,8568,8572,0,16,6.06
12.940064,8568,8572,0,16,6.06
13.040057,8568,8572,0,16,6.07
13.140059,8568,8572,0,16,6.07
13.240058,8568,8572,0,16,6.07
13.340015,8568,8572,0,16,6.07
13.440006,8568,8572,0,16,6.07
13.540008,8568,8572,0,16,6.07
13.640008,8568,8572,0,16,6.06
13.740008,8568,8572,0,16,6.06
13.840008,8568,8572,0,16,6.07
13.940007,8568,8572,0,16,6.07
14.040008,8568,8572,0,16,6.05
14.140008,8568,8572,0,16,6.05
14.240008,8568,8572,0,16,6.05
14.340007,8568,8572,0,16,6.05
14.440026,8568,8572,0,16,6.05
14.540015,8568,8572,0,16,6.05
14.640074,8568,8572,0,16,6.05
14.740008,8568,8572,0,16,6.05
14.840009,8568,8572,0,16,6.05
14.940007,8568,8572,0,16,6.05
15.040006,8568,8572,0,16,6.06
15.140007,8568,8572,0,16,6.06
15.240007,8568,8572,0,16,6.06
15.340005,8568,8572,0,16,6.06
15.44002,8568,8572,0,16,6.06
15.540007,8568,8572,0,16,6.06
15.640036,8568,8572,0,16,6.05
15.740008,8568,8568,0,16,6.05
15.840037,8568,8568,0,16,6.05
15.940007,8568,8568,0,16,6.05
16.040026,8568,8572,0,16,6.06
16.140024,8568,8568,0,16,6.06
16.240009,8568,8572,0,16,6.06
16.340007,8568,8572,0,16,6.06
16.440009,8568,8572,0,16,6.06
16.540014,8568,8572,0,16,6.06
16.640032,8568,8572,0,16,6.06
16.740015,8568,8572,0,16,6.06
16.840006,8568,8572,0,16,6.06
16.940007,8568,8572,0,16,6.06
17.040007,8568,8572,0,16,6.06
17.140007,8568,8572,0,16,6.06
17.240007,8568,8572,0,16,6.06
17.340007,8568,8572,0,16,6.06
17.440009,8568,8572,0,16,6.06
17.540006,8568,8572,0,16,6.06
17.640007,8568,8572,0,16,6.05
17.740007,8568,8572,0,16,6.05
17.840008,8568,8572,0,16,6.06
17.940006,8568,8572,0,16,6.06
18.040061,8568,8572,0,16,6.07
18.140007,8568,8572,0,16,6.07
18.240017,8568,8572,0,16,6.07
18.340007,8568,8568,0,16,6.07
18.440008,8568,8572,0,16,6.07
18.540007,8568,8572,0,16,6.07
18.640008,8568,8572,0,16,6.07
18.740007,8568,8572,0,16,6.07
18.840006,8568,8572,0,16,6.07
18.940013,8568,8572,0,16,6.07
19.040068,8568,8568,0,16,6.07
19.140007,8568,8572,0,16,6.07
19.240015,8568,8572,0,16,6.07
19.340008,8568,8568,0,16,6.07
19.440007,8568,8572,0,16,6.07
19.540007,8568,8572,0,16,6.07
19.640014,8568,8572,0,16,6.07
19.740009,8568,8568,0,16,6.07
19.840009,8568,8568,0,16,6.07
19.940012,8568,8568,0,16,6.07
20.040003,8568,8568,0,16,6.07
20.140014,8568,8568,0,16,6.07
20.240007,8568,8572,0,16,6.07
20.340008,8568,8572,0,16,6.07
20.440008,8568,8568,0,16,6.07
20.540007,8568,8568,0,16,6.07
20.640008,8568,8572,0,16,6.07
20.740008,8568,8572,0,16,6.07
20.840009,8568,8572,0,16,6.07
20.940008,8568,8572,0,16,6.07
21.040025,8568,8572,0,16,6.07
21.140007,8568,8572,0,16,6.07
21.240006,8568,8572,0,16,6.07
21.340008,8568,8572,0,16,6.07
21.440008,8568,8572,0,16,6.07
