t__s,ACT_ELEVATOR.Position_CMD,ACT_ELEVATOR.Position_FB,ACT_ELEVATOR.Torque_FB,ACT_ELEVATOR.Temperature_FB__dC,ACT_ELEVATOR.Voltage_FB__V
0.031982,8788,8792,0,12,6.09
0.13198,8788,8792,0,12,6.09
0.231981,8788,8792,0,12,6.08
0.331981,8788,8792,0,12,6.08
0.43198,8788,8792,0,12,6.08
0.531979,8788,8792,0,12,6.08
0.63198,8788,8792,0,12,6.08
0.73198,8788,8792,0,12,6.09
0.831983,8788,8792,0,12,6.09
0.931981,8788,8792,0,12,6.09
1.048007,9073,8840,0,12,5.88
1.148009,9073,9068,76,12,5.88
1.248029,9073,9072,76,12,7.44
1.348001,9073,9072,76,12,7.44
1.448002,9073,9072,76,12,7.44
1.548001,9073,9072,0,12,7.44
1.648036,9073,9072,0,12,7.44
1.748002,9073,9072,0,12,7.44
1.848001,9073,9072,0,12,7.44
1.948002,9073,9072,0,12,7.44
2.048153,9073,9072,0,12,7.45
2.147953,9073,9072,0,12,7.45
2.247953,9073,9072,0,12,7.44
2.347952,9073,9072,0,12,7.44
2.447984,9073,9072,0,12,7.44
2.547951,9073,9072,0,12,7.44
2.647952,9073,9072,0,12,7.44
2.747951,9073,9072,0,12,7.44
2.847974,9073,9072,0,12,7.44
2.947951,9073,9072,0,12,7.44
3.04797,9073,9072,0,12,7.44
3.14795,9073,9072,0,12,7.44
3.247991,9073,9072,0,12,7.45
3.347952,9073,9072,0,12,7.45
3.447979,9073,9072,0,12,7.45
3.547951,9073,9072,0,12,7.45
3.648004,9073,9072,0,12,7.45
3.74795,9073,9072,0,12,7.45
3.847952,9073,9072,0,12,7.45
3.947951,9073,9072,0,12,7.45
4.047982,9073,9072,0,12,7.44
4.147959,9073,9072,0,12,7.44
4.247961,9073,9072,0,12,7.44
4.347974,9073,9072,0,12,7.44
4.447985,9073,9072,0,12,7.44
4.547984,9073,9072,0,12,7.44
4.647955,9073,9072,0,12,7.44
4.747952,9073,9072,0,12,7.44
4.847973,9073,9072,0,12,7.44
4.947952,9073,9072,0,12,7.44
5.047958,9073,9072,0,12,7.45
5.147953,9073,9072,0,12,7.45
5.247979,9073,9072,0,12,7.45
5.347951,9073,9072,0,12,7.45
5.447951,9073,9072,0,12,7.45
5.547951,9073,9072,0,12,7.45
5.647981,9073,9072,0,12,7.45
5.74795,9073,9072,0,12,7.44
5.847955,9073,9072,0,12,7.44
5.947951,9074,9072,0,12,7.44
6.047984,9074,9072,0,12,7.44
6.14795,9075,9072,0,12,7.44
6.247954,9075,9072,0,12,6.1
6.347952,9073,9072,0,12,6.1
6.447985,9113,9080,0,12,6.01
6.547952,9112,9108,160,12,6.01
6.647953,9112,9108,160,12,6.01
6.747952,9112,9108,160,12,6.09
6.847984,9112,9108,0,12,6.09
6.947957,9112,9108,0,12,6.09
7.047954,9112,9108,0,12,6.1
7.147954,9112,9108,0,12,6.1
7.247993,9112,9108,0,12,6.1
7.35199,9112,9108,0,12,6.1
7.451998,9112,9108,0,12,6.1
7.55595,9112,9108,0,12,6.1
7.655957,9049,9108,0,12,6.1
7.755969,9066,9068,0,12,6.05
7.855951,9065,9068,0,12,6.05
7.955967,9065,9068,0,12,6.05
8.055949,9067,9068,0,12,6.09
8.155949,9068,9068,0,12,6.09
8.255948,9032,9052,0,12,6.02
8.355948,9028,9036,0,12,6.02
8.455965,9027,9032,0,12,6.08
8.555945,9027,9032,47,12,6.08
8.655947,9026,9032,47,12,6.08
8.755947,9026,9032,47,12,6.09
8.855986,9026,9032,63,12,6.09
8.955947,9026,9032,63,12,6.09
9.055994,9026,9032,63,12,6.1
9.155947,9042,9032,68,12,6.1
9.255966,9067,9048,68,12,6.05
9.355948,9068,9060,68,12,6.05
9.455947,9066,9060,68,12,6.08
9.555946,9066,9060,51,12,6.08
9.655949,9865,9068,51,12,6.08
9.755947,9865,9756,51,12,6.06
9.855948,9865,9864,0,12,6.06
9.955948,9865,9864,0,12,6.06
10.055947,9865,9864,0,12,6.1
10.155954,9865,9864,0,12,6.1
10.255948,9865,9864,0,12,6.1
10.355946,9865,9864,0,12,6.1
10.455948,9865,9864,0,12,6.1
10.555948,9064,9628,2885,12,6.1
10.655958,9067,9072,2885,12,6.1
10.755955,9065,9068,2885,12,6.1
10.855948,8454,9036,141,12,6.1
10.955946,8291,8464,141,12,6.1
11.055948,8291,8292,141,12,6.1
11.155947,8291,8292,0,12,6.1
11.25596,8291,8292,0,12,6.1
11.355947,8291,8292,0,12,6.1
11.455966,8291,8292,0,12,6.1
11.555946,8291,8292,0,12,6.1
11.655963,8291,8292,0,12,6.1
11.755947,8291,8292,0,12,6.1
11.855947,8291,8292,0,12,6.1
11.955946,9068,8536,0,12,6.1
12.055948,9065,9064,0,12,6.1
12.155947,9065,9064,0,12,6.1
12.255949,9065,9064,0,12,6.1
12.355958,9065,9064,0,12,6.1
12.455999,9065,9064,0,12,6.04
12.555999,9065,9064,0,12,6.04
12.655949,9065,9064,0,12,6.04
12.755949,9065,9064,0,12,6.1
12.85595,9065,9064,0,12,6.1
12.955949,9065,9064,0,12,6.1
13.055951,9065,9064,0,12,6.1
13.155953,9065,9064,0,12,6.1
13.255951,9065,9064,0,12,6.1
13.35595,9065,9064,0,12,6.1
13.45595,9065,9064,0,12,6.1
13.555957,9065,9064,0,12,6.1
13.65595,9065,9064,0,12,6.1
13.755949,9065,9064,0,12,6.1
13.85595,9065,9064,0,12,6.1
13.955949,9065,9064,0,12,6.1
14.05595,9065,9064,0,12,6.1
14.155949,9065,9064,0,12,6.1
14.255949,9065,9064,0,12,6.1
14.35595,9065,9064,0,12,6.1
14.455952,9065,9064,0,12,6.1
14.555951,9065,9064,0,12,6.1
14.65596,9065,9064,0,12,6.1
14.75595,9065,9064,0,12,6.02
14.855951,9065,9064,0,12,6.02
14.95595,9065,9064,0,12,6.02
15.055958,9065,9064,0,12,6.1
15.15595,9065,9064,0,12,6.1
15.255948,9065,9064,0,12,6.1
15.355946,9065,9064,0,12,6.1
15.455947,9065,9064,0,12,6.1
15.555947,9065,9064,0,12,6.1
15.655947,9065,9064,0,12,6.1
15.755949,9065,9064,0,12,6.1
15.855982,9065,9064,0,12,6.1
15.955948,9065,9064,0,12,6.1
16.055978,9065,9064,0,12,6.1
16.155946,9065,9064,0,12,6.1
16.255949,9065,9064,0,12,6.1
16.355947,9065,9064,0,12,6.1
16.455946,9065,9064,0,12,6.1
16.555948,9065,9064,0,12,6.1
16.655948,9065,9064,0,12,6.1
16.755947,9065,9064,0,12,6.1
16.855947,9065,9064,0,12,6.1
16.955948,9065,9064,0,12,6.1
17.055947,9065,9064,0,12,6.1
17.155948,9073,9068,42,12,6.1
17.255949,9073,9068,42,12,6.09
